rank,node,importance,in_degree,out_degree,pagerank,clustering,community
1348,4659,0.050839865621500564,0,3,5.0487823458630175e-05,0.5,3
1349,7061,0.050839865621500564,0,3,5.0487823458630175e-05,0.5,1
1350,4852,0.050839865621500564,0,3,5.0487823458630175e-05,0.5,3
1351,4120,0.050839865621500564,0,3,5.0487823458630175e-05,0.5,4
1352,386,0.050839865621500564,0,3,5.0487823458630175e-05,0.5,0
1353,2012,0.050839865621500564,0,3,5.0487823458630175e-05,0.5,0
1354,3004,0.050839865621500564,0,3,5.0487823458630175e-05,0.5,4
1355,3017,0.050839865621500564,0,3,5.0487823458630175e-05,0.5,4
1356,1869,0.050839865621500564,0,3,5.0487823458630175e-05,0.5,0
1357,303,0.050839865621500564,0,3,5.0487823458630175e-05,0.5,0
1358,7484,0.050839865621500564,0,3,5.0487823458630175e-05,0.5,1
1359,3316,0.050839865621500564,0,3,5.0487823458630175e-05,0.5,4
1360,2188,0.050839865621500564,0,3,5.0487823458630175e-05,0.5,3
1361,3384,0.050839865621500564,0,3,5.0487823458630175e-05,0.5,4
1362,6456,0.050839865621500564,0,3,5.0487823458630175e-05,0.5,1
1363,1876,0.050839865621500564,0,3,5.0487823458630175e-05,0.5,0
1364,4850,0.050839865621500564,0,3,5.0487823458630175e-05,0.5,3
1365,245,0.050839865621500564,0,3,5.0487823458630175e-05,0.5,0
1366,5949,0.050839865621500564,0,3,5.0487823458630175e-05,0.5,1
1367,124,0.050839865621500564,0,3,5.0487823458630175e-05,0.5,0
1368,794,0.050778840938415476,31,18,0.00019443036301971945,0.14346712211784798,0
1369,1615,0.05077410695340812,0,162,5.0487823458630175e-05,0.05421363392377885,0
1370,975,0.050702896054886086,30,11,0.0002111285579068213,0.15605875152998777,0
1371,3457,0.05070038476209634,0,166,5.0487823458630175e-05,0.04227820372398686,3
1372,1953,0.0506372171445969,39,0,0.0002176249343562221,0.12213225371120108,0
1373,931,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1374,4936,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1375,4855,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1376,7172,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1377,5046,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1378,4870,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1379,4975,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1380,7175,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1381,5581,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1382,786,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1383,6822,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1384,7756,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1385,7753,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1386,7752,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1387,1867,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1388,3361,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1389,7686,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1390,6864,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1391,6492,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1392,1690,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1393,7684,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1394,6899,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1395,3296,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,4
1396,6935,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1397,7002,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1398,2044,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1399,1944,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1400,597,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1401,3595,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1402,7767,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1403,7806,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1404,7815,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1405,2141,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1406,3604,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,4
1407,7831,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1408,3653,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,4
1409,3677,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,4
1410,3685,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,4
1411,6645,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1412,987,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1413,6614,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1414,6517,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1415,2018,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1416,3268,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1417,3247,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1418,1341,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1419,1630,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1420,7181,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1421,2359,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1422,2042,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1423,2373,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1424,1430,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1425,1427,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1426,800,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1427,2583,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1428,1406,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1429,1388,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1430,1344,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1431,2715,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1432,2730,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1433,2817,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,4
1434,3211,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,4
1435,1333,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1436,1311,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1437,2898,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,4
1438,2919,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1439,497,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1440,7030,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1441,1252,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1442,342,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1443,3061,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,4
1444,3075,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,4
1445,1945,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1446,333,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1447,3118,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1448,3216,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,4
1449,3750,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,4
1450,235,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1451,3850,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1452,4565,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,4
1453,4640,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1454,4623,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,4
1455,661,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1456,4577,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1457,5670,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1458,4567,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,4
1459,5803,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1460,7136,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1461,7130,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1462,5883,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1463,4461,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,4
1464,76,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1465,4446,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1466,4434,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1467,4651,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1468,4655,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1469,7931,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1470,5610,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1471,5583,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1472,4742,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,4
1473,4744,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1474,5520,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1475,5516,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1476,5475,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1477,5456,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1478,7948,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1479,96,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1480,2036,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1481,4591,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1482,5248,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1483,768,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1484,3881,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1485,6734,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1486,4333,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1487,4190,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1488,2064,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1489,1094,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1490,6459,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1491,3928,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,4
1492,3959,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1493,7837,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1494,3989,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1495,6326,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1496,3992,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1497,4006,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,4
1498,1093,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1499,4095,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,4
1500,7843,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1501,8146,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1502,4121,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1503,7179,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1504,4327,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1505,1048,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1506,6062,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1507,6196,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1508,6201,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,3
1509,4320,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,4
1510,65,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1511,1059,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,0
1512,7089,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,1
1513,4215,0.05055991041433371,0,2,5.0487823458630175e-05,0.5,4
1514,2091,0.0504922243868219,38,8,0.00021198304461580417,0.10917874396135266,0
1515,1250,0.05046040545130528,43,0,0.00021903619479281166,0.09302325581395349,0
1516,2570,0.050446006344879044,40,1,0.00021410931877439737,0.11355311355311355,0
1517,838,0.05033292974246603,29,36,0.0002272685708248933,0.07655272026961964,0
1518,1984,0.05027490293278362,41,7,0.00018833692630641823,0.10825199645075421,3
1519,7120,0.05021862551102197,21,18,0.0002650616800869848,0.14932432432432433,1
1520,5421,0.050216959137820996,39,4,0.00026064858286233136,0.07372505543237251,1
1521,7185,0.050201815791598964,31,0,0.00022515720226049004,0.16451612903225807,1
1522,1470,0.05014943911703656,0,156,5.0487823458630175e-05,0.06476426799007444,0
1523,6170,0.05014831400884874,33,14,0.0001576783993527482,0.16342592592592592,3
1524,6873,0.05008703594152668,38,0,0.00015107088087362966,0.17425320056899005,1
1525,3646,0.05005228735658164,38,9,0.00016645142625178807,0.13691026827012026,4
1526,1707,0.04976527659596611,27,34,0.0001970138293186287,0.11281489594742607,0
1527,8219,0.049694818700426274,42,0,0.00024500524188666507,0.07200929152148665,1
1528,2475,0.0496686681076434,36,2,0.00024536087680566277,0.10526315789473684,0
1529,8002,0.049660819506768025,30,0,0.0003497135562863182,0.07011494252873564,1
1530,6595,0.049600115331719506,40,12,0.00018513032056867803,0.09653092006033183,3
1531,5185,0.049589615330421305,0,152,5.0487823458630175e-05,0.07036423841059603,3
1532,7442,0.04955449619855359,31,0,0.00025175958605844575,0.13763440860215054,1
1533,1441,0.04955094150517932,21,41,0.00021921225269784376,0.11343204653622423,0
1534,1654,0.04952378213253129,38,0,0.0002049170865666985,0.12731152204836416,0
1535,3464,0.04946416462764988,40,0,0.0001691500046910848,0.14102564102564102,3
1536,1023,0.04945777596079341,30,9,0.0001401573242793065,0.20365358592692828,0
1537,590,0.04944819484375798,32,8,0.0001945807586420494,0.1514762516046213,0
1538,1394,0.049393123372132516,30,9,0.00022334351902743475,0.13918918918918918,0
1539,1653,0.04938140447849849,43,2,0.0001629040686624874,0.11969696969696969,0
1540,252,0.04936859286346057,38,0,0.00017693558073974,0.14722617354196302,0
1541,2053,0.04936160632960661,40,1,0.00022146039297229534,0.09706959706959707,4
1542,1550,0.04935241836527541,20,42,0.00024518215206985837,0.09528851244044469,4
1543,686,0.049345898503393056,24,83,0.00011705534233512909,0.05247839125066149,0
1544,7879,0.04932664885726349,35,0,0.0002986703517848674,0.073109243697479,1
1545,1714,0.04921944362805192,30,5,0.00016145709590591824,0.19612794612794612,0
1546,999,0.04921835905970186,37,4,0.0001560793083228042,0.15709046454767725,0
1547,827,0.04919152989040675,29,3,0.00016454286056699502,0.2056451612903226,4
1548,19,0.049098280765947216,22,39,0.00013112179292607275,0.17552026286966046,0
1549,2333,0.04901167680747744,32,0,0.00023419990919059817,0.13911290322580644,0
1550,878,0.04896801243939551,35,0,0.00019212587020883923,0.15126050420168066,0
1551,1858,0.04890482810838454,43,1,0.00017581953808620208,0.10782241014799154,0
1552,1768,0.048835695754303986,29,0,0.0001130359263336734,0.25,0
1553,4355,0.048789506150099166,18,50,0.00011607853407794033,0.17943637164244827,3
1554,3776,0.04876748926155347,17,0,0.00037776579539574293,0.125,4
1555,2974,0.04874686820236962,24,15,0.00023731962967681885,0.1445945945945946,4
1556,192,0.0487353782098411,27,19,0.00023696930657024585,0.11385658914728682,0
1557,1411,0.04869781571221921,38,1,0.0002764121497555481,0.06140350877192982,0
1558,6029,0.048665538689326784,37,2,0.000250994359308695,0.08434547908232119,3
1559,2770,0.048612839572747285,25,1,0.0003643085276541563,0.07846153846153846,0
1560,34,0.04860785535539683,20,5,0.00026068865384768506,0.17953020134228187,0
1561,6528,0.048565882137922206,34,0,0.00020788839772351692,0.14171122994652408,3
1562,636,0.048496819880190445,30,11,0.00020117227482976916,0.14163614163614163,0
1563,5323,0.04838118795434858,42,3,0.00017057388605216264,0.10757575757575757,3
1564,3000,0.04835650517464801,26,43,0.00016161914834397163,0.1072494669509595,1
1565,2989,0.04835510762722409,0,10,5.0487823458630175e-05,0.45555555555555555,4
1566,2286,0.04834639790966779,0,6,5.0487823458630175e-05,0.4666666666666667,0
1567,829,0.0483173457807682,36,0,0.0003019074579538549,0.05396825396825397,0
1568,4482,0.04827934143236898,38,7,0.0001368688519514876,0.14747474747474748,3
1569,6712,0.048276921568178824,31,11,0.00020253983006897786,0.13182346109175377,1
1570,7965,0.04821623510659064,34,0,0.00023353650772324995,0.11853832442067737,1
1571,2129,0.0481815122055628,24,44,0.00010909174754820804,0.15612648221343872,4
1572,5375,0.04814814102935039,24,0,0.00040188933446104,0.05434782608695652,3
1573,1444,0.048036460908705905,26,2,0.00029432704063250874,0.11702127659574468,0
1574,3567,0.04787957719805669,23,18,0.00013847994803725322,0.20991432068543453,4
1575,2838,0.04785777681591588,29,21,0.00015852734258294348,0.14653061224489797,4
1576,339,0.047855315765087295,20,80,0.00013270127106662598,0.06022635408245756,0
1577,1402,0.04771328180127779,34,0,0.00028739201719134056,0.07219251336898395,0
1578,1077,0.04770683799464151,8,0,0.00016163185160560363,0.3392857142857143,0
1579,1587,0.04769788106258237,27,5,0.00017359318069793192,0.19129554655870445,0
1580,3506,0.04768421397537343,31,0,0.00013487456757522212,0.2086021505376344,4
1581,3666,0.04754451331299036,0,144,5.0487823458630175e-05,0.07230963480963482,3
1582,6407,0.047530783400813945,32,0,0.00022803661423168384,0.12903225806451613,3
1583,1465,0.04749970301606489,19,8,0.00028234564584384713,0.15,0
1584,5626,0.047485278689062396,37,4,0.00017531843373993673,0.125,3
1585,982,0.04742771711791209,30,47,0.00014352765573030635,0.0743844049247606,0
1586,506,0.04741825578806827,32,0,0.0001963476909139275,0.15221774193548387,0
1587,4778,0.04739938171428046,15,1,0.00024304773058838428,0.225,3
1588,1074,0.04735384388290504,11,95,0.00014086320284188315,0.0660377358490566,3
1589,3463,0.047334089931060815,23,56,0.00013622648274654256,0.09980525803310614,3
1590,7422,0.04730845841888133,35,0,0.00020006875545112968,0.12857142857142856,1
1591,6850,0.04726281491405868,35,0,0.000250956320839959,0.08907563025210084,1
1592,132,0.0471816583890058,28,29,0.00017738177851023718,0.10947302383939775,0
1593,2004,0.04715454513958503,32,0,0.0002139343316139517,0.13608870967741934,0
1594,1619,0.04712488231253726,19,4,7.472116681663474e-05,0.31673306772908366,0
1595,760,0.04710954153476441,22,1,0.00028644442005746923,0.14285714285714285,0
1596,5640,0.04705673764777213,39,2,0.00018455633281791984,0.10609756097560975,3
1597,372,0.047013351772400326,44,4,0.00018842613370204133,0.06427304964539007,0
1598,1044,0.04701133250623286,18,9,0.0003718331861409737,0.08022922636103152,0
1599,3145,0.04699684251985062,27,18,0.00019981061923213164,0.12777777777777777,4
1600,8044,0.04697937368102985,32,0,0.000232675075106496,0.11995967741935484,1
1601,3842,0.04696861197058184,35,15,0.0001627144681612915,0.11183673469387755,3
1602,723,0.04696641310182308,25,1,0.00015545631135223913,0.2222222222222222,0
1603,750,0.04692264430088183,25,0,0.00021791636755582946,0.17666666666666667,0
1604,7652,0.04683184344572067,11,0,0.00011651476478912891,0.34545454545454546,1
1605,1259,0.04682981640609749,21,45,0.00019803405890564952,0.09126984126984126,0
1606,4468,0.046825494047806074,29,18,0.00018242620983405575,0.12627197039777982,3
1607,5835,0.04677659750945706,31,0,0.00016509202877244047,0.17634408602150536,1
1608,634,0.04677627883789153,0,150,5.0487823458630175e-05,0.04782997762863535,0
1609,5973,0.04675434147465238,30,0,0.00021294206575148218,0.14597701149425288,3
1610,6948,0.04671638262681123,27,0,0.00019815119284685877,0.17663817663817663,1
1611,144,0.04668244992636553,29,0,0.00027118189241555324,0.10714285714285714,0
1612,2599,0.046669113395571456,37,9,0.00015887049294574022,0.11545893719806763,4
1613,853,0.04660797022896507,36,16,0.00013406405695105708,0.12084592145015106,0
1614,584,0.046581364087631645,14,5,0.00022615441013923313,0.22514619883040934,0
1615,8277,0.0465340785324701,4,0,7.970682554702463e-05,0.4166666666666667,1
1616,1061,0.046528435669635756,30,2,0.00015466359931414557,0.18282828282828284,0
1617,3893,0.046491473649371104,9,0,7.257537461767606e-05,0.3888888888888889,4
1618,2925,0.04646451684838247,35,19,0.00015979971597675344,0.09783368273934312,3
1619,2842,0.04645061143744407,0,124,5.0487823458630175e-05,0.11736165748754261,4
1620,404,0.04639977603583427,0,5,5.0487823458630175e-05,0.45,0
1621,3863,0.04639977603583427,0,5,5.0487823458630175e-05,0.45,4
1622,2076,0.046386881360705415,30,0,0.00022313493278605095,0.13448275862068965,0
1623,7088,0.04630857273084017,29,5,0.00023785554998353116,0.11497326203208556,1
1624,236,0.046241352108027746,21,39,0.00013810446219604452,0.1481586402266289,0
1625,4529,0.04622218182742775,33,0,0.0001953345555413986,0.13446969696969696,3
1626,1979,0.04609975141861476,30,2,0.00012721810354795224,0.19959677419354838,0
1627,108,0.0460921465850466,11,2,0.0004398371153454517,0.08441558441558442,0
1628,6023,0.04601667063577902,26,30,0.0002189032624024028,0.0762987012987013,3
1629,1798,0.0459663581386244,31,0,0.0002288157361015465,0.11935483870967742,0
1630,2721,0.04590904972967498,34,2,0.0001654991851420823,0.14206349206349206,4
1631,47,0.04586637474801387,0,146,5.0487823458630175e-05,0.04992914501653283,0
1632,879,0.045826395455903314,0,122,5.0487823458630175e-05,0.11671860181547215,4
1633,2137,0.04582341995945684,26,0,0.00018065934151752474,0.18769230769230769,0
1634,1618,0.04581673297390916,28,0,0.0001753474825730294,0.17857142857142858,0
1635,4036,0.04579417586728198,0,147,5.0487823458630175e-05,0.04640760413754543,3
1636,1032,0.04569775996691429,21,39,0.00018471970275472802,0.10696095076400679,0
1637,795,0.04567850501212316,20,60,0.00011281950117027534,0.10970196575776792,0
1638,7497,0.04565767887192107,30,0,0.0001731765702369198,0.16551724137931034,1
1639,6737,0.04565023232740284,32,1,0.0002779583482594988,0.06912878787878787,1
1640,2777,0.04562759010124684,40,0,0.00021356023455097202,0.0685897435897436,0
1641,741,0.04554772391135315,38,0,0.00019480863303386367,0.0953058321479374,0
1642,5058,0.045510391669479996,33,0,0.00018482204637000805,0.13541666666666666,3
1643,61,0.04549361008118158,20,0,0.00021508864714877977,0.19736842105263158,0
1644,1012,0.04547570874145475,33,7,0.0002484407606869409,0.06666666666666667,0
1645,348,0.045468380852210756,35,21,0.00017393564565284635,0.07142857142857142,0
1646,49,0.04542410106899927,22,15,0.000281010891921214,0.09097744360902256,0
1647,1880,0.0453932000546158,30,0,0.00011429316503075767,0.20804597701149424,0
1648,7695,0.04535781298496361,39,3,0.0001530686767473558,0.11046511627906977,1
1649,2825,0.045317518218725095,21,0,0.0002473595500753651,0.16428571428571428,4
1650,3235,0.04530434229373304,23,1,0.0003272230187613927,0.08695652173913043,4
1651,2996,0.0452707005434268,25,0,0.0002572130917637448,0.13,4
1652,3126,0.04523848570204348,27,1,0.00018995969928365224,0.16534391534391535,4
1653,836,0.04523459392706984,27,26,0.0001067650299421108,0.15914056809905316,0
1654,956,0.045207811277442084,26,42,0.00010581664468106875,0.12137203166226913,0
1655,3104,0.045143561206272775,22,0,0.0002701100182692733,0.13852813852813853,4
1656,3609,0.04506411533702473,18,0,0.00013031038762854628,0.27124183006535946,4
1657,985,0.04504671811071245,33,6,0.0001702404761160294,0.12516914749661706,0
1658,7059,0.0450349334981657,31,0,0.00022368270510564483,0.11397849462365592,1
1659,6953,0.04479863584402466,30,1,0.0001876668665916394,0.14301075268817204,1
1660,2781,0.04478920334462604,22,0,0.00033884777595242756,0.08225108225108226,0
1661,154,0.044749719424361026,18,61,0.00011657540422981118,0.1078622482131254,0
1662,6278,0.04468077744256841,5,0,6.871720589226484e-05,0.4,3
1663,546,0.044673227870395196,0,142,5.0487823458630175e-05,0.04919588452702028,0
1664,5933,0.04460071318480473,35,4,0.00016736560002824532,0.11538461538461539,1
1665,2097,0.044546263779658514,34,7,0.00011413073696964818,0.15384615384615385,0
1666,2966,0.04450181423724463,38,0,0.00019786295246271624,0.08250355618776671,4
1667,907,0.04445502773085454,30,9,0.00020143902012685402,0.10661268556005399,0
1668,746,0.04440838559644106,28,0,0.00020526730845001588,0.14153439153439154,0
1669,6570,0.044333469791432295,32,4,0.00015167334899149186,0.14444444444444443,3
1670,4181,0.04432553953818861,28,0,0.0002093600094532107,0.13756613756613756,4
1671,8128,0.044299040296389404,40,0,0.00018788694203474902,0.075,1
1672,6632,0.044270955837757496,37,0,0.000139698640481539,0.1313813813813814,3
1673,3804,0.044229111429088884,37,5,0.0001596931403021136,0.1016260162601626,4
1674,3201,0.04413024536836173,4,0,0.00037424644429370497,0.16666666666666666,4
1675,5487,0.044123184437879465,26,30,0.0001976074864750435,0.0737012987012987,3
1676,2751,0.04407352127774563,12,0,0.00011742813815966252,0.3106060606060606,4
1677,2133,0.044056886200023654,1,129,5.1956667757756725e-05,0.07173524150268336,0
1678,6967,0.044043235736918235,7,0,6.812163849280873e-05,0.38095238095238093,1
1679,4030,0.04399025968287124,10,0,0.00011831493789862589,0.32222222222222224,4
1680,2946,0.0439629894527878,30,0,0.00026195828064562036,0.08045977011494253,4
1681,803,0.04396151226565932,31,6,0.00015603282096049328,0.13834586466165413,0
1682,1446,0.04392389910049717,17,3,0.00027248165753695043,0.14893617021276595,0
1683,8209,0.04386614487618824,37,0,0.00016377992193810585,0.10885885885885886,1
1684,1522,0.043850693825386644,0,139,5.0487823458630175e-05,0.04936920029194036,4
1685,2294,0.0437773967645142,26,9,0.00022121329619558176,0.11092436974789915,0
1686,6725,0.04377199466889206,28,0,0.0002073171809501695,0.1335978835978836,1
1687,2580,0.04370705455855771,35,0,0.00018269974971497828,0.10588235294117647,0
1688,1780,0.04356998464976647,35,0,0.00017543618761616905,0.11008403361344538,0
1689,609,0.04353556072439172,22,0,0.0002632569077904933,0.1277056277056277,0
1690,8033,0.043529974443880085,5,0,0.0001840659342810355,0.3,1
1691,7341,0.043508441804105284,27,2,0.00012985025838218017,0.19135802469135801,1
1692,3039,0.04347981246077551,0,14,5.0487823458630175e-05,0.3956043956043956,4
1693,1468,0.04346592702925518,33,20,0.00013248995156812707,0.09912854030501089,0
1694,1752,0.04331352364685931,31,0,0.0001283607149736302,0.16989247311827957,0
1695,3576,0.04328515847576834,21,4,0.00017846362272554877,0.18561872909698995,4
1696,7389,0.04327835128158306,30,2,0.00023474836431926042,0.08888888888888889,1
1697,140,0.04325916467416741,22,30,0.0001778254550272977,0.10649546827794562,0
1698,2499,0.043248417324698106,31,0,0.0002718774931591206,0.05913978494623656,0
1699,3313,0.04324769012385749,16,5,0.0001269825885367934,0.25476190476190474,4
1700,5245,0.04321017039028785,28,0,0.00023447779789171786,0.10714285714285714,3
1701,810,0.04317383409297966,31,34,9.720975977851721e-05,0.09720885466794996,0
1702,514,0.04316207798233297,20,0,0.00027388368569639826,0.12894736842105264,0
1703,7778,0.04313950604392308,34,0,0.0002475230418588996,0.0570409982174688,1
1704,261,0.04307279815186962,24,8,0.00014828212153625848,0.17575757575757575,0
1705,3520,0.04304447930175806,38,1,0.00014730958696836476,0.1039136302294197,4
1706,172,0.04287777983244925,0,123,5.0487823458630175e-05,0.08443289350926296,4
1707,948,0.042861557936503016,31,29,0.00014346421328497678,0.07259887005649718,0
1708,7057,0.04284204459200189,0,118,5.0487823458630175e-05,0.09807330146313196,1
1709,4412,0.0428035207270748,28,2,0.00018024828295728462,0.13908045977011493,4
1710,3077,0.042786487495334084,0,4,5.0487823458630175e-05,0.4166666666666667,4
